year,location,sqft,bedrooms,bathrooms,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2020,City Light,1498,2,3,10,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,7634253.74
2020,Katargam,2918,2,2,1,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,358008.19
2020,Vesu,1293,3,2,6,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,8966739.85
2020,Althan,1357,1,3,9,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3465850.52
2020,Sarthana,1601,1,1,4,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,710180.1
2020,Varachha,2676,4,3,6,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5055780.93
2020,Sarthana,1305,5,2,1,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,710193.69
2020,Sachin,2554,3,2,3,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1156113.47
2020,Dindoli,2980,5,1,1,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,529854.61
2020,City Light,2562,1,1,8,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,2628561.28
2020,Dindoli,1963,1,2,4,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,770900.87
2020,Adajan,2741,1,3,1,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,947943.48
2020,Sachin,1590,3,3,4,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1733873.6
2020,Athwa,2148,2,2,10,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,6562411.45
2020,Varachha,2247,1,3,9,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3448685.73
2020,Vesu,2981,3,1,5,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,6574253.67
2020,Katargam,2891,4,2,6,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3549252.15
2020,Althan,2473,5,1,3,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2527787.89
2020,City Light,2784,5,2,2,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,2618396.7
2020,Varachha,2330,2,1,9,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3448811.55
2020,Ghod Dod Road,1808,1,1,2,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,655502.69
2020,Piplod,2488,1,2,2,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,613332.26
2020,Dindoli,2606,2,2,2,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,580847.04
2020,Bhestan,2420,1,1,3,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,433796.03
2020,Vesu,645,1,1,3,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1690619.84
2020,Bhestan,1982,5,1,7,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,3708578.61
2020,Varachha,1222,5,1,5,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4221188.54
2020,Adajan,585,3,2,6,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,8981034.89
2020,Dindoli,643,4,2,8,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,3852533.0
2020,City Light,697,3,1,2,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,1521857.51
2020,Adajan,567,1,1,7,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3923249.24
2020,Udhna,514,2,1,6,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1775383.97
2020,Piplod,1088,2,3,4,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2144462.47
2020,Piplod,1735,5,1,8,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6749124.81
2020,Ghod Dod Road,1204,3,2,6,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,5214175.89
2020,Udhna,2959,3,3,3,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1601272.47
2020,Pal,2341,3,3,2,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3363454.28
2020,Bhestan,2288,5,2,9,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,5206467.67
2020,Sachin,1719,1,1,8,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1163617.12
2020,Ghod Dod Road,2458,3,3,5,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,4889488.25
2020,Ghod Dod Road,2056,5,1,10,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,11950022.94
2020,Pal,1664,5,1,5,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,10291491.29
2020,Sarthana,2943,1,2,8,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1905118.92
2020,Bhestan,2714,1,2,3,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,580187.73
2020,Piplod,618,3,1,9,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4832759.63
2020,Sachin,2710,5,3,3,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1880313.83
2020,Katargam,2686,2,3,8,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3334954.49
2020,Sarthana,805,1,2,5,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1182886.68
2020,Athwa,1997,1,3,1,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,543413.62
2020,Vesu,963,2,2,10,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,11228528.68
2020,City Light,2708,4,2,10,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,10889005.49
2020,Pal,1070,2,2,2,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,2251859.36
2020,City Light,989,5,3,3,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,4241687.19
2020,Varachha,1324,3,3,4,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2765143.92
2020,Varachha,579,5,3,6,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5972402.86
2020,City Light,2636,1,1,4,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,1326052.44
2020,Dindoli,2079,1,3,9,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,2167963.8
2020,Sarthana,995,4,2,1,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,592334.97
2020,Vesu,766,1,3,4,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3750470.88
2020,Althan,2484,4,3,1,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,844271.39
2020,Varachha,971,2,2,1,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,459534.14
2020,Ghod Dod Road,1476,2,3,4,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3053510.37
2020,Varachha,2426,4,1,4,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2772568.58
2020,Sachin,2648,2,1,6,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1449178.73
2020,Varachha,978,3,1,1,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,536097.09
2020,Katargam,2432,3,2,7,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3329940.02
2020,Adajan,1539,3,1,1,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1311081.18
2020,Piplod,746,1,2,4,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1230014.37
2020,Udhna,508,1,2,1,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,237057.55
2020,Sarthana,1816,4,2,3,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1774263.81
2020,Vesu,2950,1,1,2,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1151182.04
2020,Katargam,1692,2,2,8,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,2845445.5
2020,Adajan,1727,1,1,2,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1122141.31
2020,Piplod,1335,5,3,6,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5978563.57
2020,Varachha,2011,5,2,4,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3681739.24
2020,Athwa,1783,4,3,9,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,10785854.52
2020,Pal,1461,4,3,2,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,4115535.19
2020,Varachha,548,2,3,7,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3754757.11
2020,Athwa,1552,3,3,10,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,9807346.12
2020,Dindoli,671,4,3,4,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,2119505.12
2020,Piplod,1482,4,2,7,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5361070.94
2020,Sarthana,559,4,3,7,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,4554570.78
2020,Ghod Dod Road,2998,3,2,9,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,7877513.08
2020,Ghod Dod Road,2492,2,2,9,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,5869053.94
2020,Dindoli,584,2,2,4,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1157020.55
2020,Sachin,1785,4,1,6,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,2600878.0
2020,Udhna,979,2,3,9,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3734566.34
2020,Pal,2218,1,1,9,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,5093692.62
2020,Athwa,2993,1,3,10,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,5436299.41
2020,Udhna,2171,3,3,6,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3199889.42
2020,Athwa,798,2,3,8,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,6095240.25
2020,Vesu,2024,3,3,7,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,11770929.84
2020,City Light,1852,1,1,2,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,659620.65
2020,Katargam,1406,5,1,10,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,6504969.4
2020,Althan,1553,4,3,2,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1684882.0
2020,Varachha,1782,1,2,4,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1226188.86
2020,Ghod Dod Road,2604,5,1,5,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,5986917.93
2020,Sachin,1615,3,1,3,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1012611.69
2020,Ghod Dod Road,2834,5,2,10,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,13037672.46
2020,Athwa,2516,4,3,8,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,9560817.62
2020,Udhna,2265,4,2,3,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1777468.28
2020,Piplod,2647,1,2,4,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1242822.24
2020,Katargam,749,5,3,5,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3843332.97
2020,Ghod Dod Road,2992,3,2,6,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,5251597.2
2020,Sarthana,2600,1,3,3,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,891206.83
2020,Vesu,2257,2,3,6,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,7877748.68
2020,Udhna,2452,5,2,10,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,7097361.66
2020,Udhna,833,3,3,3,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1597690.22
2020,Udhna,1169,2,3,8,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3321321.96
2020,Sachin,1862,1,2,9,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1743189.46
2020,Dindoli,726,1,2,3,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,579093.89
2020,Sarthana,1348,4,2,7,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,4149120.5
2020,Udhna,2270,3,2,4,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1902094.96
2020,Udhna,2548,2,3,7,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,2906982.35
2020,Varachha,2331,5,1,7,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5908997.79
2020,Sarthana,683,2,1,10,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,2963758.6
2020,Dindoli,2563,4,3,1,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,531163.41
2020,Athwa,1678,5,3,5,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,7067849.71
2020,Piplod,821,3,2,7,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4297138.88
2020,Adajan,542,4,3,6,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,12340692.43
2020,Ghod Dod Road,2243,1,1,3,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,984671.22
2020,Pal,625,1,1,7,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3944047.67
2020,Udhna,2132,5,2,9,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,6406700.7
2020,Piplod,575,2,1,7,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2686441.34
2020,Dindoli,728,5,3,3,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1878595.93
2020,Katargam,2844,4,2,1,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,591536.75
2020,Sachin,2012,5,2,8,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,4627333.33
2020,Piplod,2695,3,3,8,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5530604.5
2020,Bhestan,2068,4,3,5,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,2651399.49
2020,Dindoli,2414,5,3,2,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1252255.6
2020,Piplod,1318,3,1,8,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4296338.81
2020,Ghod Dod Road,1046,3,1,9,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,6843591.2
2020,Katargam,1991,1,3,10,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,2967268.95
2020,Varachha,2695,1,1,6,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1405347.86
2020,Pal,1209,5,1,5,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,10285544.18
2020,Katargam,1276,3,3,8,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,4257911.06
2020,Katargam,1497,4,1,7,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3730554.43
2020,Sarthana,2925,1,2,5,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1184077.4
2020,Vesu,2242,5,1,6,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,12330723.23
2020,Adajan,2586,4,1,2,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3363710.46
2020,City Light,2884,2,3,4,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3053214.99
2020,Vesu,1645,1,1,3,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1683083.34
2020,Athwa,2846,2,1,6,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3276423.16
2020,Udhna,2913,5,1,6,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3921667.28
2020,Adajan,1949,1,1,9,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,5050680.48
2020,Piplod,1828,2,3,10,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,5362402.59
2020,Piplod,1900,3,3,2,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1381312.06
2020,Althan,2722,5,3,7,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6983167.55
2020,Athwa,2271,2,1,9,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,4931210.83
2020,Ghod Dod Road,2389,5,3,2,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,2833872.83
2020,Ghod Dod Road,2902,1,1,6,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,1958509.33
2020,Vesu,559,5,2,3,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,6730780.59
2020,Vesu,2841,2,1,8,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,7528316.79
2020,Athwa,2685,5,3,8,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,11298646.89
2020,Sachin,2925,5,2,1,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,579525.53
2020,Piplod,2940,5,3,4,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4001019.87
2020,Adajan,1831,1,3,1,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,934570.18
2020,Sarthana,2382,5,1,7,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,4554246.03
2020,Pal,880,4,3,4,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,8234196.85
2020,Katargam,2689,3,1,3,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1246087.16
2020,Althan,2850,2,2,5,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2320855.08
2020,Sachin,1067,2,3,6,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,2026123.08
2020,Adajan,966,5,3,5,Apartment,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,12139492.87
2020,Piplod,2361,3,3,4,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2764177.1
2020,Varachha,2476,1,3,3,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1149677.62
2020,Vesu,2976,1,2,9,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,6862045.82
2020,Sachin,1880,3,3,10,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,4339196.88
2020,Athwa,2792,3,1,6,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,4579223.03
2020,Athwa,2417,3,1,9,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,6865169.43
2020,Adajan,2144,4,3,1,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,2065157.7
2020,Katargam,670,1,1,2,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,356235.6
2020,Dindoli,1785,3,2,2,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,770653.44
2020,Pal,750,1,1,7,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,3934898.27
2020,Vesu,1628,1,1,9,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,5079811.66
2020,Bhestan,571,5,3,3,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1878459.85
2020,Udhna,2733,1,1,4,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,715600.76
2020,Athwa,1499,3,2,8,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,6976188.19
2020,Bhestan,2191,1,3,5,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1204456.69
2020,Sachin,1253,3,1,9,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,3036893.79
2020,City Light,2577,4,1,2,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,1960324.62
2020,Sachin,2349,3,3,9,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,3906496.72
2020,City Light,1180,5,3,8,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,11296031.9
2020,Sachin,2189,1,3,5,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1204456.12
2020,Ghod Dod Road,802,3,2,1,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,868942.0
2020,Athwa,1550,2,1,9,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,4901968.1
2020,Ghod Dod Road,1830,5,2,7,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,9149884.36
2020,Katargam,2667,4,3,7,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,4562858.58
2020,Piplod,1086,1,3,5,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1918617.17
2020,Varachha,2011,5,3,2,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,1997380.39
2020,Udhna,2362,1,3,3,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,887621.89
2020,Adajan,2338,3,3,1,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1686615.01
2020,Bhestan,2500,1,1,2,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,289206.6
2020,Ghod Dod Road,2880,2,3,4,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3043189.41
2020,Piplod,1797,3,3,6,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,4136151.41
2020,City Light,1109,3,1,5,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3812902.49
2020,Udhna,1021,1,2,7,Apartment,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1656211.2
2020,City Light,1263,3,2,10,House,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,8701393.83
2020,City Light,2800,5,3,9,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,12711202.55
2020,Dindoli,777,3,1,3,Apartment,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1011346.58
2020,City Light,1780,3,2,2,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,1738308.84
2020,Sarthana,1840,4,1,3,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,1602487.33
2020,Sarthana,1030,2,2,2,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,711774.75
2020,Dindoli,2220,1,1,7,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1015701.67
2020,Varachha,1342,3,3,10,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6901860.94
2020,Adajan,633,2,1,2,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1870535.26
2020,Althan,2615,2,3,7,House,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,3766942.6
2020,Katargam,2903,3,1,9,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,3739343.23
2020,Dindoli,1488,5,2,3,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,1736085.55
2020,Varachha,2105,3,3,10,Villa,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6926014.65
2020,Pal,2687,4,2,7,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,13119749.44
2020,Udhna,2608,3,1,1,Villa,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,416781.69
2020,Althan,1032,4,2,3,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,2297374.44
2020,Vesu,2290,4,1,5,House,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,8432447.68
2020,Pal,1358,2,2,1,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1127435.41
2020,Athwa,634,2,2,6,Villa,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3917717.15
2020,Vesu,2810,2,3,1,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,1321749.39
2020,Piplod,1829,4,1,10,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6893639.59
2020,Udhna,1327,1,3,1,House,8.78,Area4,7185000,16500,5.35,85.65,54.7,1182434.55,950,296353.96
2020,Dindoli,2883,4,3,1,Villa,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,531348.32
2020,Varachha,1480,3,2,10,Apartment,6.78,Area3,7185000,16500,5.35,85.65,54.7,1531235.31,1100,6127434.09
2020,Athwa,2976,2,3,5,Apartment,4.78,Area2,7185000,16500,5.35,85.65,54.7,2171919.54,1000,3804091.01
2020,Dindoli,1410,2,3,1,House,10.78,Area5,7185000,16500,5.35,85.65,54.7,963058.94,600,337478.0
2020,Pal,1973,5,1,4,Villa,2.78,Area1,7185000,16500,5.35,85.65,54.7,3734451.58,1400,8257054.68
